Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear
Murray Murdoch,508,84,108,192,0.37799999999999995,197,LW,1926,1937
Glen Sather,658,80,112,192,0.292,724,LW,1966,1976
Chris Tierney,440,64,128,192,0.436,90,C,2014,2021
David Jones,462,104,87,191,0.413,122,RW,2007,2016
Blair MacDonald,219,91,100,191,0.872,65,RW,1979,1983
Georges Mantha,488,89,102,191,0.391,148,D/LW,1928,1941
Joey Johnston,331,85,106,191,0.5770000000000001,320,LW,1968,1976
Bob Gracie,379,82,109,191,0.504,205,C,1930,1939
Dave Gardner,350,75,115,190,0.5429999999999999,41,C,1972,1980
Turner Stevenson,644,75,115,190,0.295,969,RW,1992,2006
Joel Quenneville,803,54,136,190,0.237,705,D,1978,1991
Johnny Oduya,850,41,149,190,0.22399999999999998,372,D,2006,2018
Travis Hamonic,642,37,153,190,0.29600000000000004,595,D,2010,2021
Murray Wilson,386,94,95,189,0.49,162,F,1972,1979
Vladislav Namestnikov,430,83,106,189,0.44,227,C/W,2013,2021
Bill Hogaboam,332,80,109,189,0.569,100,C,1972,1980
Tom Anderson,319,62,127,189,0.5920000000000001,180,LW,1934,1942
Marc Staal,897,43,146,189,0.21100000000000002,434,D,2007,2021
Don Awrey,979,31,158,189,0.193,1065,D,1963,1979
Brett Connolly,498,98,90,188,0.37799999999999995,222,RW/LW,2011,2021
Matt Read,449,88,100,188,0.419,83,RW/LW,2011,2019
Marcel Goc,636,75,113,188,0.29600000000000004,157,C,2003,2015
Bill Gardner,380,73,115,188,0.495,68,C,1980,1989
Murray Armstrong,270,67,121,188,0.696,72,C,1937,1946
Jim Korn,597,66,122,188,0.315,1801,D/LW,1979,1990
Patrik Stefan,455,64,124,188,0.413,158,C,1999,2007
Alexander Karpovtsev,596,34,154,188,0.315,430,D,1993,2006
Paul Byron,453,89,98,187,0.413,125,W/C,2010,2021
Oleg Petrov,382,72,115,187,0.49,101,LW,1992,2003
Gregory Campbell,803,71,116,187,0.233,696,C,2003,2016
Alex Chiasson,524,92,94,186,0.355,296,RW/LW,2012,2021
Jean-Gabriel Pageau,439,90,96,186,0.424,172,C,2012,2021
Antoine Roussel,525,80,106,186,0.354,981,LW/RW,2012,2021
Kjell Samuelsson,813,47,138,186,0.22899999999999998,1225,D,1985,1999
Brett Clark,689,45,141,186,0.27,293,D,1997,2013
Jimmy Watson,613,38,148,186,0.303,492,D,1972,1982
Barret Jackman,876,29,157,186,0.212,1102,D,2001,2016
Tom Rowe,357,85,100,185,0.518,615,F,1976,1983
Howie Meeker,346,83,102,185,0.535,329,RW,1946,1954
Lionel Conacher,498,80,105,185,0.371,882,D,1925,1937
Marcus Foligno,570,76,109,185,0.325,493,LW,2011,2021
Arnie Brown,681,44,141,185,0.272,738,D,1961,1974
Calle Jarnkrok,462,82,102,184,0.39799999999999996,99,C/W,2013,2021
Bill Ezinicki,368,79,105,184,0.5,713,RW,1944,1955
Lorne Henning,544,73,111,184,0.33799999999999997,102,C,1972,1981
Hal Gill,1106,36,148,184,0.166,960,D,1997,2014
Sylvain Lefebvre,944,30,154,184,0.195,674,D,1989,2003
Paul Fenton,411,100,83,183,0.445,198,LW,1984,1992
Josef Vasicek,460,77,106,183,0.39799999999999996,311,C,2000,2008
Dave Hudson,409,59,124,183,0.447,89,C,1972,1978
Vaclav Varada,493,58,125,183,0.371,410,RW,1995,2006
Don Kozak,437,96,86,182,0.41600000000000004,480,RW,1972,1979
Mark Bell,450,87,95,182,0.40399999999999997,602,C/LW,2000,2012
Richard Panik,474,84,98,182,0.384,256,LW/RW,2012,2021
Mike Stapleton,687,71,111,182,0.265,342,C,1986,2001
Bryan Marchment,926,40,142,182,0.19699999999999998,2307,D,1988,2006
Mike Fidler,271,84,97,181,0.6679999999999999,124,LW,1976,1983
Earl Robinson,417,83,98,181,0.434,133,RW,1928,1940
Phil Roberto,385,75,106,181,0.47,464,RW,1969,1977
Dave Pichette,322,41,140,181,0.562,348,D,1980,1988
Marc Bergevin,1191,36,145,181,0.152,1090,D,1984,2004
Sean Bergenheim,506,96,84,180,0.35600000000000004,379,LW,2003,2015
Chad LaRose,508,85,95,180,0.354,286,RW/LW,2005,2013
Victor Rask,410,71,109,180,0.439,82,C,2014,2021
Kevin McClelland,588,68,112,180,0.306,1672,RW,1981,1994
Dmitri Orlov,520,37,143,180,0.34600000000000003,207,D,2011,2021
Willie Mitchell,907,34,146,180,0.198,787,D,1999,2016
Mike Rathje,768,30,150,180,0.23399999999999999,491,D,1993,2010
Denis Dupere,421,80,99,179,0.425,66,LW,1970,1978
Boyd Devereaux,627,67,112,179,0.285,205,LW,1997,2009
Danny O'Shea,370,64,115,179,0.484,265,C,1968,1973
Ian White,503,45,134,179,0.35600000000000004,254,D,2005,2013
Gerry Hart,730,29,150,179,0.245,1240,D,1968,1983
Alex DeBrincat,239,89,89,178,0.745,38,W/C,2017,2021
Zack Kassian,530,82,96,178,0.336,787,RW,2011,2021
David Moss,501,78,100,178,0.355,157,RW/LW,2006,2015
Jamie Hislop,345,75,103,178,0.516,86,RW,1979,1984
Forbes Kennedy,603,70,108,178,0.295,988,C,1956,1969
Phillip Danault,344,50,128,178,0.517,158,C,2014,2021
Zbynek Michalek,784,42,136,178,0.22699999999999998,322,D,2003,2017
Richard Matvichuk,796,39,139,178,0.22399999999999998,624,D,1992,2007
Jack Crawford,548,38,140,178,0.325,202,D,1937,1950
Ken Daneyko,1283,36,142,178,0.139,2516,D,1983,2003
Jiri Tlusty,446,89,88,177,0.397,126,LW/RW,2007,2016
John Mitchell,548,70,107,177,0.32299999999999995,267,C/LW,2008,2017
Matt Dumba,416,64,113,177,0.425,231,D,2013,2021
Marcus Ragnarsson,632,37,140,177,0.28,482,D,1995,2004
Tim Watters,741,26,151,177,0.239,1289,D,1981,1995
Jason Dawe,366,86,90,176,0.48100000000000004,162,LW,1993,2002
Anthony Mantha,265,85,91,176,0.664,171,RW/LW,2015,2021
Erik Haula,409,85,91,176,0.43,186,C/W,2013,2021
Sergei Kostitsyn,353,67,109,176,0.499,188,RW/LW,2007,2013
Richie Dunn,483,36,140,176,0.364,314,D,1977,1989
Anders Eriksson,572,22,154,176,0.308,242,D,1995,2010
Joe Malone,126,143,32,175,1.389,57,C,1917,1924
Tom Cook,349,77,98,175,0.501,184,C,1929,1938
Kent-Erik Andersson,456,72,103,175,0.384,78,F,1977,1984
Mac Colville,353,71,104,175,0.496,130,RW,1935,1947
Vladimir Konstantinov,446,47,128,175,0.392,838,D,1991,1997
Keith Ballard,605,38,137,175,0.289,612,D,2005,2015
Ed Kea,583,30,145,175,0.3,508,D,1973,1983
Nick Schultz,1066,30,145,175,0.16399999999999998,483,D,2001,2017
Shawn Matthias,551,90,84,174,0.316,180,LW,2007,2018
Stan Gilbertson,428,85,89,174,0.40700000000000003,148,LW,1971,1977
Alexander Semak,289,83,91,174,0.602,187,C,1991,1997
Derrick Smith,537,82,92,174,0.324,373,LW,1984,1994
Bryan Rust,313,79,95,174,0.556,104,RW/LW,2014,2021
Rick Dudley,309,75,99,174,0.563,292,LW,1972,1981
Tomas Kopecky,578,68,106,174,0.301,307,W/C,2005,2015
Jere Gillis,386,78,95,173,0.44799999999999995,230,LW,1977,1987
Craig Johnson,557,75,98,173,0.311,260,LW,1994,2004
Richard Kromm,372,70,103,173,0.465,138,LW,1983,1993
Craig Wolanin,695,40,133,173,0.249,894,D,1985,1998
Justin Braun,674,27,146,173,0.257,244,D,2010,2021
Harry Broadbent,305,121,51,172,0.564,564,RW,1918,1929
Marek Svatos,344,100,72,172,0.5,217,RW,2003,2011
Daniel Paille,582,85,87,172,0.29600000000000004,135,LW,2005,2016
Charley McVeigh,397,84,88,172,0.433,138,C/RW,1926,1935
Rick Hampton,337,59,113,172,0.51,147,D,1974,1980
Bob Manno,371,41,131,172,0.46399999999999997,274,D,1976,1985
Kenny Smith,331,78,93,171,0.517,49,LW,1944,1951
Casey Cizikas,538,74,97,171,0.318,237,C,2011,2021
Vladimir Sobotka,548,53,118,171,0.312,362,C/LW,2007,2020
Niclas Havelid,628,34,137,171,0.272,342,D,1999,2009
Gary Nylund,608,32,139,171,0.281,1235,D,1982,1993
Bob Goldham,650,28,143,171,0.263,400,D,1941,1956
Andreas Johansson,377,82,88,170,0.451,190,LW,1995,2004
Vladimir Tsyplakov,331,69,101,170,0.514,90,LW,1995,2001
Dmitri Kulikov,681,35,135,170,0.25,427,D,2009,2021
Fernando Pisani,462,87,82,169,0.366,200,RW,2002,2011
Rod Schutt,286,77,92,169,0.591,177,LW,1977,1986
Zach Werenski,305,58,111,169,0.5539999999999999,63,D,2016,2021
Ulf Nilsson,170,57,112,169,0.9940000000000001,85,C,1978,1983
Paul Baxter,472,48,121,169,0.358,1564,D,1979,1987
Jason Smith,1008,41,128,169,0.168,1099,D,1993,2009
Viktor Stalberg,488,82,86,168,0.344,245,LW/RW,2009,2017
Antti Laaksonen,483,81,87,168,0.348,152,LW,1998,2007
Ryan Dzingel,335,75,93,168,0.501,135,C/LW,2015,2021
Mike Craig,423,71,97,168,0.397,550,RW,1990,2002
Marcus Nilson,521,67,101,168,0.322,270,RW,1998,2008
Doug Hicks,561,37,131,168,0.299,442,D,1974,1983
Marek Malik,691,33,135,168,0.243,620,D,1994,2009
Carson Cooper,295,110,57,167,0.5660000000000001,111,RW,1924,1932
Vladimir Ruzicka,233,82,85,167,0.7170000000000001,129,C,1989,1994
Tim Taylor,746,73,94,167,0.22399999999999998,433,C,1993,2008
Ryan Spooner,325,48,119,167,0.514,63,C/LW,2012,2019
Alexei Gusarov,607,39,128,167,0.275,313,D,1990,2001
Niklas Hjalmarsson,786,25,142,167,0.212,318,D,2007,2021
Wildor Larochelle,474,92,74,166,0.35,211,RW,1925,1937
Brock Boeser,203,79,87,166,0.818,56,RW,2016,2021
Maurice Lemay,317,72,94,166,0.524,442,LW,1981,1989
Alan Kerr,391,72,94,166,0.425,826,RW,1984,1993
Bob Brooke,447,69,97,166,0.371,520,C,1983,1990
Alyn McCauley,488,69,97,166,0.34,116,C/LW,1997,2007
Riley Sheahan,518,67,99,166,0.32,83,C/LW,2011,2021
Newsy Lalonde,99,124,41,165,1.6669999999999998,183,C,1917,1927
Ab DeMarco,209,72,93,165,0.789,53,C,1938,1947
Larry Romanchych,298,68,97,165,0.5539999999999999,102,RW/C,1970,1977
Riley Nash,546,61,104,165,0.302,130,C/RW,2011,2021
Merlin Malinowski,282,54,111,165,0.585,121,C,1978,1983
Al Sims,475,49,116,165,0.34700000000000003,286,D,1973,1983
Jocelyn Lemieux,597,80,84,164,0.275,740,LW,1986,1998
Anthony Duclair,355,79,85,164,0.462,115,LW/RW,2014,2021
Phil Sykes,456,79,85,164,0.36,519,LW,1982,1992
Gary Jarrett,341,72,92,164,0.48100000000000004,131,LW,1960,1972
Trevor Lewis,678,70,94,164,0.242,171,C/W,2008,2021
Damon Severson,434,37,127,164,0.37799999999999995,266,D,2014,2021
Ric Nattress,536,29,135,164,0.306,377,D,1982,1993
Dave Burrows,724,29,135,164,0.22699999999999998,373,D,1971,1981
Tom Laidlaw,705,25,139,164,0.233,717,D,1980,1990
Joe Reekie,902,25,139,164,0.182,1326,D,1985,2002
Mattias Norstrom,903,18,146,164,0.182,661,D,1993,2008
Marc Habscheid,345,72,91,163,0.47200000000000003,171,C,1981,1992
Craig Patrick,401,72,91,163,0.406,61,RW,1971,1979
Erik Christensen,387,68,95,163,0.42100000000000004,162,C,2005,2012
Darius Kasparaitis,863,27,136,163,0.18899999999999997,1379,D,1992,2007
Sean McKenna,414,82,80,162,0.391,181,RW,1981,1990
Lorne Ferguson,422,82,80,162,0.384,193,LW,1949,1959
Joey Kocur,820,80,82,162,0.198,2519,RW,1984,1999
Leo Komarov,457,62,100,162,0.354,190,W/C,2012,2021
Victor Venasky,430,61,101,162,0.377,66,C,1972,1979
Eddie Wares,321,60,102,162,0.505,161,D/RW,1936,1947
Brett McLean,385,56,106,162,0.42100000000000004,204,C,2002,2009
Dmitri Kalinin,539,36,126,162,0.301,321,D,1999,2009
Dollard St-Laurent,652,29,133,162,0.248,496,D,1950,1962
Igor Ulanov,739,27,135,162,0.21899999999999997,1151,D,1991,2006
Ronnie Stern,638,75,86,161,0.252,2077,RW,1987,2000
Al McDonough,237,73,88,161,0.679,73,RW,1970,1978
Jordin Tootoo,723,65,96,161,0.223,1010,RW,2003,2017
Patrick O'Sullivan,334,58,103,161,0.48200000000000004,116,C,2006,2012
Clayton Keller,242,56,105,161,0.665,80,W/C,2016,2021
Boyd Gordon,706,56,105,161,0.228,149,C,2003,2017
David Savard,562,40,121,161,0.28600000000000003,309,D,2011,2021
Colton Parayko,390,39,122,161,0.413,111,D,2015,2021
Andrew MacDonald,586,28,133,161,0.275,276,D,2008,2019
Andreas Athanasiou,307,87,73,160,0.521,117,W/C,2015,2021
Timo Meier,268,77,83,160,0.597,158,LW/RW,2016,2021
Andy Blair,402,74,86,160,0.39799999999999996,323,C,1928,1937
Reg Kerr,263,66,94,160,0.608,169,LW,1977,1984
Patric Kjellberg,394,64,96,160,0.406,84,LW,1992,2003
Peter Mueller,297,63,97,160,0.539,98,C/W,2007,2013
Craig Adams,951,55,105,160,0.168,683,RW,2000,2015
Jason Garrison,555,49,111,160,0.28800000000000003,229,D,2008,2019
Kurtis Foster,405,42,118,160,0.395,308,D,2002,2013
Alexei Kasatonov,383,38,122,160,0.418,326,D,1989,1996
Pete Babando,351,86,73,159,0.45299999999999996,194,LW,1947,1953
Kevin Fiala,292,72,87,159,0.545,128,LW/RW,2014,2021
Pierre-Luc Dubois,239,66,93,159,0.665,164,C/LW,2017,2021
Craig Berube,1054,61,98,159,0.151,3149,LW,1986,2003
Glen Metropolit,407,57,102,159,0.391,148,C,1999,2010
Wally Boyer,365,54,105,159,0.436,163,C,1965,1972
Rostislav Klesla,654,48,111,159,0.243,620,D,2000,2014
Mark Reeds,365,45,114,159,0.436,135,RW,1981,1989
Jeff Beukeboom,804,30,129,159,0.198,1890,D,1985,1999
Chris Therien,764,29,130,159,0.20800000000000002,585,D,1994,2006
Brad Shaw,377,22,137,159,0.42200000000000004,208,D,1985,1999
Matt Beleskey,477,76,82,158,0.331,440,LW,2008,2019
Mike Leclerc,341,64,94,158,0.46299999999999997,288,LW,1996,2006
Joonas Donskoi,353,63,95,158,0.44799999999999995,92,RW/LW,2015,2021
Normand Rochefort,598,39,119,158,0.264,570,D,1980,1994
Kyle Quincey,586,36,122,158,0.27,548,D,2005,2018
Bob Woytowich,503,32,126,158,0.314,352,D,1964,1972
Ed Van Impe,700,27,131,158,0.226,1025,D,1966,1977
Cory Sarich,969,21,137,158,0.163,1089,D,1998,2014
Robert Murdoch,260,72,85,157,0.604,127,RW,1975,1979
Murray Balfour,306,67,90,157,0.513,393,RW,1956,1965
Ray Allison,237,64,93,157,0.662,223,C,1979,1987
Tom Kostopoulos,630,61,96,157,0.249,723,RW/LW,2001,2013
Carlo Colaiacovo,470,34,123,157,0.33399999999999996,231,D,2002,2016
Warren Godfrey,786,32,125,157,0.2,752,D,1952,1968
Gerry Couture,385,86,70,156,0.405,89,C,1944,1954
Adam Hall,682,69,87,156,0.22899999999999998,282,RW,2001,2014
Nate Thompson,771,62,94,156,0.20199999999999999,366,C/LW,2006,2021
Brian Cullen,326,56,100,156,0.479,92,C,1954,1961
Oscar Klefbom,378,34,122,156,0.413,74,D,2013,2021
Randy Ladouceur,931,30,126,156,0.168,1322,D,1982,1996
Zach Hyman,308,72,83,155,0.503,177,LW/RW,2015,2021
Real Lemieux,456,51,104,155,0.34,262,RW,1966,1974
Nick Schmaltz,254,48,107,155,0.61,52,C/RW,2016,2021
Michael Raffl,475,79,75,154,0.324,188,LW/RW,2013,2021
Mike Blaisdell,343,70,84,154,0.449,166,RW,1980,1989
Todd Warriner,453,65,89,154,0.34,249,LW,1994,2003
Yanni Gourde,257,64,90,154,0.599,175,C/W,2015,2021
Kevin Klein,627,38,116,154,0.24600000000000002,185,D,2005,2017
Pekka Rautakallio,235,33,121,154,0.655,122,D,1979,1982
Rick Zombo,652,24,130,154,0.23600000000000002,728,D,1984,1996
Jim Harrison,324,67,86,153,0.47200000000000003,435,C,1968,1980
Don Gallinger,222,65,88,153,0.6890000000000001,89,C,1942,1948
Dave Semenko,575,65,88,153,0.266,1175,LW,1979,1988
Matt Nieto,477,63,90,153,0.321,82,LW/RW,2013,2021
Floyd Thomson,411,56,97,153,0.37200000000000005,341,LW,1971,1980
Georges Laraque,695,53,100,153,0.22,1126,RW,1997,2010
Petr Cajanek,269,46,107,153,0.569,144,C,2002,2007
Chris Kotsopoulos,479,44,109,153,0.319,827,D,1980,1990
Craig Cameron,552,87,65,152,0.275,196,RW,1966,1976
Torrey Mitchell,666,67,85,152,0.228,351,C/RW,2007,2018
Yuri Khmylyov,263,64,88,152,0.578,133,LW,1992,1997
Red Horner,490,42,110,152,0.31,1254,D,1928,1940
Adam Burt,737,37,115,152,0.20600000000000002,961,D,1988,2001
Jaccob Slavin,380,29,123,152,0.4,58,D,2015,2021
Barry Wilkins,418,27,125,152,0.364,663,D,1966,1976
Bryan Watson,878,17,135,152,0.17300000000000001,2212,D,1963,1979
Billy MacMillan,446,74,77,151,0.33899999999999997,184,C,1970,1977
Conor Sheary,328,72,79,151,0.46,66,LW/RW,2015,2021
Kris King,849,66,85,151,0.17800000000000002,2030,LW,1987,2001
Pavel Buchnevich,251,61,90,151,0.602,70,RW/LW,2016,2021
Nils Ekman,264,60,91,151,0.5720000000000001,188,LW,1999,2007
Rudy Migay,418,59,92,151,0.361,293,C,1949,1960
Kevin Labanc,289,51,100,151,0.522,132,RW/LW,2016,2021
Aaron Ward,839,44,107,151,0.18,736,D,1993,2010
Chris Joseph,510,39,112,151,0.29600000000000004,567,D,1987,2001
Jamie Baker,404,71,79,150,0.371,271,C,1989,1999
Andy Sutton,676,38,112,150,0.222,1185,D,1998,2013
Dale Rolfe,509,25,125,150,0.295,556,D,1959,1975
Tyler Wright,613,79,70,149,0.243,854,C,1992,2006
Matt Bradley,675,59,90,149,0.221,562,RW/LW,2000,2012
Drake Berehowsky,549,37,112,149,0.271,848,D,1990,2004
Francis Bouillon,776,32,117,149,0.192,536,D,1999,2014
Sandy McCarthy,736,72,76,148,0.201,1534,RW,1993,2004
Nathan Gerbe,426,62,86,148,0.34700000000000003,194,C/W,2008,2021
Ville Peltonen,382,52,96,148,0.387,119,LW,1995,2009
Torrie Robertson,442,49,99,148,0.335,1751,LW,1980,1990
Kent Douglas,428,33,115,148,0.34600000000000003,631,D,1962,1969
Jonas Brodin,560,31,117,148,0.264,164,D,2012,2021
Luke Schenn,761,31,117,148,0.19399999999999998,573,D,2008,2021
Fred Barrett,745,25,123,148,0.19899999999999998,671,D,1970,1984
Guillaume Latendresse,341,87,60,147,0.431,185,LW/RW,2006,2013
Warren Young,236,72,75,147,0.623,472,LW,1981,1988
Red Beattie,334,62,85,147,0.44,137,LW,1930,1939
Jesper Fast,425,55,92,147,0.34600000000000003,116,RW,2013,2021
Doug Roberts,419,43,104,147,0.35100000000000003,342,D/RW,1965,1975
Daniil Markov,538,29,118,147,0.273,456,D,1997,2007
Craig Muni,819,28,119,147,0.179,775,D,1981,1998
Corb Denneny,176,103,43,146,0.83,148,C,1917,1928
Ron Delorme,524,83,63,146,0.27899999999999997,667,RW,1976,1985
Petr Prucha,346,78,68,146,0.42200000000000004,133,RW/LW,2005,2011
Lindsay Carson,373,66,80,146,0.391,624,LW,1981,1988
Glen Harmon,452,50,96,146,0.32299999999999995,334,D,1942,1951
Mark Lamb,403,46,100,146,0.36200000000000004,291,C,1985,1996
Chris Campoli,440,35,111,146,0.332,200,D,2005,2012
Bob Plager,644,20,126,146,0.22699999999999998,802,D,1964,1978
Jeff Odgers,821,75,70,145,0.177,2364,RW,1991,2003
Gary Lupul,293,70,75,145,0.495,243,C,1979,1986
Peter Sundstrom,335,61,84,145,0.433,122,LW,1983,1990
Connor Brown,328,59,86,145,0.442,70,RW,2015,2021
Jim Nill,524,58,87,145,0.27699999999999997,854,RW,1981,1990
Brett Callighen,160,56,89,145,0.9059999999999999,132,C,1979,1982
Matti Hagman,237,56,89,145,0.612,36,C,1976,1982
Ralph Klassen,497,52,93,145,0.292,120,C,1975,1984
Kerry Huffman,401,37,108,145,0.36200000000000004,361,D,1986,1996
Scott Bjugstad,317,76,68,144,0.45399999999999996,144,RW,1983,1992
Joe Benoit,185,75,69,144,0.778,94,RW,1940,1947
Dan Labraaten,268,71,73,144,0.537,47,LW/RW,1978,1982
Nick Boynton,605,34,110,144,0.23800000000000002,862,D,1999,2011
Hank Goldup,202,63,80,143,0.708,97,LW,1939,1946
Tommy Wingels,448,62,81,143,0.319,254,C/W,2010,2018
Colton Sceviour,459,61,82,143,0.312,108,C/W,2010,2021
Roland Eriksson,193,48,96,143,0.741,26,C,1976,1979
Bengt Lundholm,275,48,95,143,0.52,72,LW,1981,1986
Deron Quint,463,46,97,143,0.309,166,D,1995,2007
Scott Lachance,819,31,112,143,0.175,567,D,1991,2004
Harry Cameron,128,88,54,142,1.109,183,D/F,1917,1923
Bob Crawford,246,71,71,142,0.5770000000000001,72,RW,1979,1987
Cody Hodgson,328,64,78,142,0.433,68,C,2010,2016
Alexander Korolyuk,296,62,80,142,0.48,140,RW/LW,1997,2004
Jarkko Ruutu,652,58,84,142,0.218,1078,LW,1999,2011
Jon Klemm,773,42,100,142,0.184,436,D,1991,2008
Henrik Tallinder,678,28,114,142,0.209,378,D,2001,2014
Tim Gleason,727,17,125,142,0.195,701,D,2003,2015
Steve Christoff,248,77,64,141,0.569,108,C,1979,1984
Sylvio Mantha,542,63,78,141,0.26,671,D,1923,1937
Hartland Monahan,334,61,80,141,0.42200000000000004,163,LW,1973,1981
Dennis Polonich,390,59,82,141,0.36200000000000004,1242,C,1974,1983
Jan Ludvig,314,54,87,141,0.449,418,F,1982,1989
Nick Holden,496,45,96,141,0.284,150,D,2010,2021
Germain Gagnon,259,40,101,141,0.544,72,LW,1971,1976
Nate Schmidt,402,30,111,141,0.35100000000000003,84,D,2013,2021
Gilbert Dionne,223,61,79,140,0.628,108,LW,1990,1996
Lou Franceschetti,459,59,81,140,0.305,747,RW,1981,1992
Normand Dupont,256,55,85,140,0.547,52,LW,1979,1984
Dick Tarnstrom,306,35,105,140,0.45799999999999996,254,D,2001,2008
Frantisek Musil,797,34,106,140,0.17600000000000002,1241,D,1986,2001
Roman Polak,806,26,114,140,0.174,643,D,2006,2020
Karel Rachunek,371,22,118,140,0.377,227,D,1999,2008
Jon Sim,469,75,64,139,0.29600000000000004,314,LW,1998,2011
Norm Ferguson,279,73,66,139,0.498,72,C,1968,1972
Maxim Lapierre,614,65,74,139,0.226,586,C,2005,2015
Pat Conacher,521,63,76,139,0.267,235,LW,1979,1996
Tobias Rieder,439,60,79,139,0.317,50,C/W,2014,2021
Steve Ludzik,424,46,93,139,0.32799999999999996,333,C,1981,1990
Darryl Shannon,544,28,111,139,0.256,523,D,1988,2001
Keith Magnuson,589,14,125,139,0.23600000000000002,1442,D,1969,1980
Sprague Cleghorn,259,83,55,138,0.5329999999999999,538,D,1918,1928
Michel Bergeron,229,80,58,138,0.603,165,RW,1974,1979
Jordy Douglas,268,76,62,138,0.515,169,F,1979,1985
John Wensink,403,70,68,138,0.342,842,LW,1973,1983
Oliver Bjorkstrand,251,67,71,138,0.55,54,RW,2015,2021
Jim Slater,584,67,71,138,0.23600000000000002,407,C,2005,2015
Sven Bartschi,291,66,72,138,0.474,78,LW,2011,2020
Mike Santorelli,406,64,74,138,0.34,78,C,2008,2016
Randy Pierce,277,62,76,138,0.498,223,RW,1977,1985
Tim Hunter,815,62,76,138,0.16899999999999998,3146,D/RW,1981,1997
Zemgus Girgensons,489,61,77,138,0.282,130,C/W,2013,2021
Denis Arkhipov,352,56,82,138,0.392,128,C,2000,2007
Tim Sweeney,291,55,83,138,0.474,123,LW,1990,1998
Marc Bureau,567,55,83,138,0.243,327,C,1989,2000
Bobby Dollas,645,42,96,138,0.214,467,D,1983,2001
Kevin Haller,642,41,97,138,0.215,907,D,1989,2002
Noah Hanifin,392,28,110,138,0.35200000000000004,97,D,2015,2021
Ian Cole,545,26,112,138,0.253,507,D,2010,2021
Lars Lindgren,394,25,113,138,0.35,325,D,1978,1984
Jakub Vrana,250,68,69,137,0.5479999999999999,61,LW/RW,2016,2021
Eric Lacroix,472,67,70,137,0.29,361,LW,1993,2001
Gino Odjick,604,61,73,137,0.22699999999999998,2567,LW,1990,2002
Nick Fotiu,646,60,77,137,0.212,1362,LW,1976,1989
Jay Beagle,589,56,81,137,0.233,217,C,2008,2021
Oleg Saprykin,325,55,82,137,0.42200000000000004,240,LW,1999,2007
Marco Scandella,583,42,95,137,0.235,233,D,2010,2021
Carl Gunnarsson,619,30,107,137,0.221,175,D,2009,2021
Bryan Bickell,395,66,70,136,0.344,192,LW,2006,2017
Nail Yakupov,350,62,74,136,0.389,142,RW/LW,2012,2018
Jim Campbell,285,61,75,136,0.47700000000000004,268,RW,1995,2006
Perry Berezan,378,61,75,136,0.36,277,C,1984,1993
Kevyn Adams,540,59,77,136,0.252,317,C,1997,2008
Travis Moen,747,59,77,136,0.182,801,LW/RW,2003,2016
Wayne Maki,246,57,79,136,0.5529999999999999,184,LW,1967,1973
Mike Sullivan,709,54,82,136,0.192,203,C,1991,2002
Basil McRae,576,53,83,136,0.23600000000000002,2453,LW,1981,1997
Derek Ryan,305,51,85,136,0.446,88,C/RW,2015,2021
Mike Hudson,416,49,87,136,0.327,414,C,1988,1997
Larry Regan,280,41,95,136,0.486,71,F,1956,1961
Karlis Skrastins,832,32,104,136,0.163,375,D,1998,2011
Bryan Allen,721,29,107,136,0.18899999999999997,839,D,2000,2015
Dean Kennedy,717,26,110,136,0.19,1118,D,1982,1995
Jesse Belanger,246,59,76,135,0.5489999999999999,56,C,1991,2001
Glenn Brydson,299,56,79,135,0.452,203,RW,1930,1938
Ron Zanussi,299,52,83,135,0.452,373,RW,1977,1982
